location,size,total_sqft,bath,balcony,price,BHK,price_per_sqft
Vidyaranyapura,2 BHK,1062.0,2.0,3.0,38.0,2,35781.54425612053
Kada Agrahara,2 BHK,1115.0,2.0,1.0,40.0,2,35874.439461883405
JP Nagar,2 BHK,1000.0,2.0,1.0,35.0,2,35000.0
Kambipura,2 BHK,883.0,2.0,1.0,45.0,2,50962.627406568514
Sarjapur  Road,2 BHK,1195.0,2.0,1.0,70.0,2,58577.40585774059
Vittasandra,2 BHK,1246.0,2.0,1.0,67.0,2,53772.07062600321
Kashi Nagar,4 BHK,1600.0,4.0,1.0,80.0,4,50000.0
Hosur Road,3 BHK,1175.0,2.0,2.0,48.0,3,40851.06382978724
"Yemlur, Old Airport Road,",3 BHK,1595.0,3.0,2.0,115.0,3,72100.31347962383
VHBCS Layout,2 BHK,1353.0,2.0,2.0,110.0,2,81300.81300813008
Electronic City,3 BHK,1599.0,3.0,2.0,125.0,3,78173.85866166354
Whitefield,2 BHK,1150.0,2.0,1.0,70.0,2,60869.5652173913
KR Puram,2 BHK,1155.0,2.0,2.0,42.74,2,37004.329004329
Ittamadu,1 BHK,1200.0,2.0,0.0,85.0,1,70833.33333333333
Electronic City Phase II,2 BHK,1000.0,2.0,1.0,25.0,2,25000.0
Ramagondanahalli,2 BHK,1251.0,2.0,1.0,47.0,2,37569.94404476419
Gattahalli,2 BHK,1028.0,2.0,1.0,45.5,2,44260.700389105055
Arekere,2 BHK,1222.0,2.0,2.0,45.0,2,36824.87725040917
Bannerghatta Road,3 BHK,1170.0,2.0,1.0,66.0,3,56410.256410256414
Ramanjaneyanagar,3 BHK,1385.0,2.0,2.0,48.48,3,35003.61010830325
HSR Layout,2 BHK,1372.0,2.0,1.0,68.0,2,49562.68221574344
Magadi Road,3 BHK,1282.0,2.0,2.0,49.0,3,38221.528861154446
Kanakpura Road,2 BHK,1135.0,2.0,1.0,39.73,2,35004.405286343615
Whitefield,3 BHK,1768.0,3.0,2.0,101.0,3,57126.69683257918
Byatarayanapura,3 BHK,1325.0,2.0,1.0,90.0,3,67924.52830188679
Electronic City,3 BHK,1599.0,3.0,2.0,99.0,3,61913.69606003752
Whitefield,3 Bedroom,1500.0,3.0,1.0,61.95,3,41300.0
Uttarahalli,2 BHK,1286.0,2.0,2.0,63.0,2,48989.11353032659
Hennur Road,2 BHK,1317.5,2.0,0.0,63.77,2,48402.2770398482
Munnekollal,2 BHK,1102.0,2.0,2.0,53.67,2,48702.35934664247
Yelahanka,2 BHK,1350.0,2.0,2.0,54.0,2,40000.0
Banashankari,3 BHK,1200.0,2.0,2.0,42.0,3,35000.0
Herohalli,2 Bedroom,1800.0,1.0,1.0,80.0,2,44444.444444444445
Chikkabanavar,2 BHK,950.0,2.0,1.0,40.0,2,42105.26315789474
3rd Block Hrbr Layout,2 BHK,1056.0,2.0,1.0,80.0,2,75757.57575757576
Ittamadu,2 BHK,1080.0,2.0,2.0,50.0,2,46296.2962962963
Bommasandra,2 BHK,1126.0,2.0,1.0,28.15,2,25000.0
Electronics City Phase 1,3 BHK,1490.0,3.0,1.0,84.0,3,56375.838926174496
Sarjapur  Road,3 BHK,1550.0,3.0,3.0,100.0,3,64516.12903225807
Ashwini layout,2 BHK,1160.0,2.0,1.0,55.0,2,47413.79310344828
Vittasandra,2 BHK,1404.0,2.0,1.0,69.3,2,49358.97435897436
Banashankari Stage III,3 BHK,1305.0,2.0,1.0,58.7,3,44980.84291187739
Marathahalli,2 BHK,1230.0,2.0,2.0,80.0,2,65040.650406504064
T.C PALYA,2 Bedroom,1200.0,2.0,0.0,65.0,2,54166.66666666666
Harlur,3 BHK,1460.0,3.0,1.0,73.0,3,50000.0
Gottigere,2 BHK,967.0,2.0,3.0,45.0,2,46535.67735263702
Mysore Road,2 BHK,1020.0,2.0,1.0,48.95,2,47990.19607843137
Jigani,2 BHK,1020.0,2.0,1.0,40.0,2,39215.68627450981
Koramangala,2 BHK,1253.0,2.0,1.0,102.0,2,81404.62889066241
JCR Layout,2 BHK,1180.0,2.0,2.0,42.0,2,35593.220338983054
Nehru Nagar,2 BHK,961.0,2.0,2.0,38.0,2,39542.14360041623
Kanakapura,3 BHK,1419.0,3.0,3.0,75.0,3,52854.122621564486
Papareddipalya,2 Bedroom,1600.0,2.0,0.0,115.0,2,71875.0
HSR Layout,3 BHK,1430.0,2.0,1.0,65.0,3,45454.545454545456
Sneha Colony,2 BHK,1260.0,2.0,2.0,45.0,2,35714.28571428572
RMV Extension,3 BHK,1630.0,3.0,2.0,85.0,3,52147.23926380368
Sarjapur  Road,3 BHK,1249.0,3.0,2.0,44.71,3,35796.63730984788
Kalena Agrahara,3 BHK,1450.0,2.0,3.0,85.0,3,58620.68965517241
Ashwini layout,1 BHK,834.0,1.0,1.0,60.0,1,71942.44604316547
Doddagubbi,3 Bedroom,1125.0,4.0,1.0,70.0,3,62222.22222222222
Gottigere,2 BHK,891.0,2.0,1.0,25.0,2,28058.361391694725
Raja Rajeshwari Nagar,2 BHK,1133.0,2.0,1.0,49.07,2,43309.79699911739
Bisuvanahalli,3 BHK,1075.0,2.0,1.0,37.0,3,34418.604651162794
Vidyaranyapura,2 BHK,1200.0,2.0,2.0,55.0,2,45833.333333333336
Thanisandra,2 BHK,1075.0,2.0,2.0,45.8,2,42604.651162790695
Kaggadasapura,2 BHK,1140.0,2.0,2.0,40.0,2,35087.71929824561
Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,1.0,42.0,2,38532.11009174312
R.T. Nagar,4 Bedroom,1500.0,4.0,1.0,70.0,4,46666.66666666666
Hebbal,3 BHK,1920.0,3.0,2.0,134.0,3,69791.66666666667
HRBR Layout,2 BHK,1374.0,2.0,2.0,95.0,2,69141.19359534206
Bannerghatta Road,3 BHK,1445.0,3.0,2.0,95.0,3,65743.9446366782
Tumkur Road,3 BHK,1500.0,3.0,3.0,95.0,3,63333.333333333336
Whitefield,3 BHK,1720.0,3.0,3.0,100.0,3,58139.53488372093
Vasanthapura,3 BHK,1400.0,3.0,2.0,60.0,3,42857.142857142855
Kundalahalli,2 BHK,1030.0,2.0,2.0,49.0,2,47572.81553398058
Mysore Road,2 BHK,1200.0,2.0,1.0,85.0,2,70833.33333333333
Hosahalli,3 BHK,1375.0,3.0,2.0,70.0,3,50909.09090909091
Bellandur,2 BHK,1000.0,2.0,2.0,50.0,2,50000.0
Kambipura,2 BHK,883.0,2.0,1.0,29.0,2,32842.582106455266
GM Palaya,3 BHK,1820.0,2.0,3.0,86.0,3,47252.74725274725
Singasandra,3 BHK,1440.0,2.0,3.0,65.0,3,45138.88888888889
Mahadevpura,2 BHK,1225.0,2.0,2.0,48.0,2,39183.67346938775
Chikkalasandra,2 BHK,875.0,2.0,3.0,52.8,2,60342.857142857145
6th Phase JP Nagar,2 BHK,1180.0,2.0,3.0,80.0,2,67796.61016949153
Haralur Road,2 BHK,1194.0,2.0,2.0,47.0,2,39363.48408710218
Hennur Road,3 BHK,1500.0,2.0,2.0,62.0,3,41333.333333333336
Poornapragna Housing Society Layout,2 BHK,1160.0,2.0,2.0,52.2,2,45000.0
Sarjapur,2 BHK,1128.0,2.0,1.0,60.0,2,53191.48936170213
Huskur,3 BHK,1220.0,2.0,1.0,35.23,3,28877.049180327867
Sarjapur  Road,2 BHK,1210.0,2.0,2.0,58.0,2,47933.88429752066
Kanakpura Road,3 BHK,1100.0,2.0,1.0,58.0,3,52727.27272727273
Bommasandra,3 BHK,1200.0,3.0,2.0,46.0,3,38333.333333333336
Nagondanahalli,3 BHK,1641.0,3.0,2.0,66.0,3,40219.37842778793
Horamavu Agara,2 BHK,1200.0,2.0,1.0,45.0,2,37500.0
Raja Rajeshwari Nagar,2 BHK,1260.0,2.0,1.0,67.39,2,53484.12698412698
Mahadevpura,3 BHK,1720.0,3.0,3.0,78.0,3,45348.83720930233
Yelahanka,2 BHK,1132.5,2.0,0.0,48.13,2,42498.89624724062
Yelahanka,2 BHK,1210.0,2.0,1.0,45.98,2,38000.0
Bisuvanahalli,3 BHK,1075.0,2.0,1.0,45.0,3,41860.46511627907
Thanisandra,3 BHK,1702.0,3.0,2.0,130.0,3,76380.7285546416
Raja Rajeshwari Nagar,2 BHK,1141.0,2.0,2.0,38.55,2,33786.15249780894
Herohalli,3 Bedroom,1200.0,2.0,0.0,70.0,3,58333.333333333336
Teachers Colony,3 BHK,1350.0,3.0,0.0,77.0,3,57037.03703703704
Srinivasa Nagar,3 BHK,1180.0,2.0,2.0,78.34,3,66389.83050847458
Bannerghatta Road,3 BHK,1640.0,2.0,1.0,120.0,3,73170.73170731707
Kodichikkanahalli,3 BHK,1190.0,2.0,2.0,57.0,3,47899.15966386555
Marathahalli,2 BHK,1019.0,2.0,2.0,49.85,2,48920.510304219824
Akshaya Nagar,3 BHK,1250.0,3.0,2.0,40.0,3,32000.0
Whitefield,2 BHK,1140.0,2.0,1.0,56.0,2,49122.80701754386
Lingadheeranahalli,3 BHK,1683.0,3.0,1.0,109.0,3,64765.30005941771
Bannerghatta Road,4 Bedroom,1380.0,3.0,0.0,58.0,4,42028.985507246376
Varthur Road,2 BHK,1083.0,2.0,2.0,61.75,2,57017.54385964912
Prakruthi Nagar,2 BHK,1240.0,2.0,2.0,60.0,2,48387.096774193546
Surabhi Layout,3 BHK,1750.0,3.0,1.0,120.0,3,68571.42857142857
Abbigere,2 BHK,985.0,2.0,1.0,40.39,2,41005.07614213198
Tindlu,3 Bedroom,1500.0,2.0,1.0,87.0,3,58000.0
Electronic City,2 BHK,1125.0,2.0,1.0,32.49,2,28880.000000000004
Maruthi Sevanagar,2 BHK,950.0,2.0,1.0,44.0,2,46315.78947368421
Kothanur,3 BHK,1580.0,3.0,3.0,76.0,3,48101.26582278481
Electronic City Phase II,2 BHK,1090.0,2.0,1.0,28.34,2,26000.0
Dommasandra,3 BHK,1033.0,2.0,2.0,25.53,3,24714.424007744437
Kammasandra,2 BHK,810.0,2.0,2.0,24.5,2,30246.913580246917
Green Garden Layout,2 BHK,1045.0,2.0,0.0,45.0,2,43062.2009569378
Hebbal,2 BHK,1337.0,2.0,1.0,82.0,2,61331.33881824982
Chandapura,2 BHK,1200.0,2.0,2.0,32.0,2,26666.666666666668
Begur Road,3 BHK,1500.0,2.0,3.0,54.0,3,36000.0
Whitefield,3 BHK,1640.0,4.0,2.0,91.0,3,55487.80487804878
Silver Springs Layout,3 BHK,1570.0,3.0,2.0,62.0,3,39490.44585987261
Gubbalala,3 BHK,1470.0,2.0,2.0,82.0,3,55782.31292517007
Kengeri,2 BHK,1160.0,2.0,2.0,40.61,2,35008.620689655174
7th Phase JP Nagar,2 BHK,1050.0,2.0,1.0,71.0,2,67619.04761904762
Bannerghatta Road,3 BHK,1460.0,2.0,1.0,90.0,3,61643.83561643836
Hulimavu,3 BHK,1823.0,3.0,2.0,100.0,3,54854.63521667581
Electronic City,2 BHK,1094.0,2.0,2.0,42.0,2,38391.22486288848
Budigere,2 BHK,1153.0,2.0,2.0,57.0,2,49436.25325238508
Hoysalanagar,3 BHK,1325.0,3.0,1.0,57.0,3,43018.8679245283
Parappana Agrahara,4 Bedroom,1200.0,3.0,2.0,85.0,4,70833.33333333333
Jakkur,3 BHK,1590.0,2.0,2.0,125.0,3,78616.35220125786
Narayana Nagar 1st Block,2 BHK,1202.0,2.0,1.0,48.0,2,39933.44425956739
Haralur Road,2 BHK,1202.0,2.0,1.0,53.0,2,44093.178036605656
KSRTC Layout,2 BHK,1200.0,2.0,3.0,62.5,2,52083.333333333336
Panathur,3 BHK,1688.0,3.0,1.0,118.0,3,69905.21327014218
Kaval Byrasandra,2 BHK,1020.0,2.0,1.0,52.0,2,50980.39215686275
Sarjapur,2 BHK,1185.0,2.0,2.0,47.0,2,39662.44725738397
Ramagondanahalli,2 BHK,1235.0,2.0,1.0,52.04,2,42137.651821862346
Banashankari,2 BHK,1077.0,2.0,2.0,37.64,2,34948.93221912721
Kengeri Satellite Town,3 BHK,1415.0,2.0,3.0,66.0,3,46643.10954063604
Whitefield,2 BHK,805.0,2.0,2.0,35.0,2,43478.260869565216
Whitefield,2 BHK,1155.0,2.0,3.0,59.95,2,51904.76190476191
New Gurappana Palya,2 BHK,1100.0,2.0,0.0,48.0,2,43636.36363636364
Mahadevpura,2 BHK,1150.0,2.0,3.0,52.0,2,45217.391304347824
Hegde Nagar,2 BHK,1341.0,2.0,1.0,97.0,2,72334.07904548844
Jakkur,2 BHK,1279.0,2.0,1.0,77.0,2,60203.28381548084
Thanisandra,2 BHK,1185.0,2.0,2.0,43.51,2,36717.29957805907
Vadarpalya,3 BHK,1750.0,3.0,2.0,85.0,3,48571.42857142857
Kudlu,2 BHK,1152.0,2.0,1.0,53.5,2,46440.97222222222
Hulimavu,2 BHK,1300.0,2.0,3.0,36.0,2,27692.30769230769
5th Phase JP Nagar,2 BHK,1070.0,2.0,2.0,39.0,2,36448.59813084112
Uttarahalli,2 BHK,1101.0,2.0,0.0,45.0,2,40871.93460490463
V.V Puram,2 BHK,775.0,2.0,1.0,55.0,2,70967.74193548386
Electronic City,2 BHK,1070.0,2.0,1.0,55.0,2,51401.86915887851
Old Airport Road,3 BHK,1875.0,2.0,2.0,110.0,3,58666.66666666666
Koramangala,3 BHK,1750.0,3.0,2.0,130.0,3,74285.71428571429
Marathahalli,2 BHK,1215.0,2.0,1.0,67.0,2,55144.0329218107
Vishwapriya Layout,2 BHK,820.0,2.0,1.0,30.0,2,36585.365853658535
Banashankari Stage VI,2 BHK,1177.5,2.0,0.0,59.935,2,50900.21231422506
Battarahalli,3 BHK,1779.0,3.0,2.0,89.61,3,50370.99494097808
HMT Layout,2 BHK,1105.0,2.0,2.0,58.0,2,52488.68778280543
Basavanagara,1 BHK,1285.9964027518652,2.0,1.0,93.0,1,49976.21764110642
Whitefield,3 BHK,1650.0,3.0,2.0,60.0,3,36363.63636363636
Kaggadasapura,2 BHK,1185.0,2.0,1.0,41.0,2,34599.15611814346
HSR Layout,3 BHK,1475.0,3.0,2.0,75.0,3,50847.457627118645
Gottigere,3 BHK,1618.0,3.0,3.0,82.5,3,50988.87515451174
Koramangala,2 BHK,1120.0,2.0,0.0,65.0,2,58035.71428571428
Vidyaranyapura,4 Bedroom,1200.0,4.0,0.0,90.0,4,75000.0
Bannerghatta Road,3 BHK,1556.0,2.0,1.0,59.13,3,38001.2853470437
Bannerghatta Road,2 BHK,1179.0,2.0,1.0,66.02,2,55996.60729431721
Thanisandra,2 BHK,1296.0,2.0,2.0,83.0,2,64043.20987654321
Kaggadasapura,2 BHK,1275.0,2.0,2.0,52.0,2,40784.3137254902
Kathriguppe,3 BHK,1400.0,2.0,2.0,77.0,3,55000.0
Gottigere,2 BHK,1222.0,2.0,1.0,63.0,2,51554.82815057283
Electronic City,2 BHK,940.0,2.0,1.0,41.0,2,43617.02127659575
Thanisandra,2 BHK,1185.0,2.0,2.0,42.6,2,35949.36708860759
Tumkur Road,3 BHK,1779.0,3.0,2.0,112.0,3,62956.71725688589
Begur Road,3 BHK,1615.0,3.0,2.0,59.76,3,37003.0959752322
Haralur Road,2 BHK,1056.0,2.0,1.0,61.0,2,57765.15151515151
7th Phase JP Nagar,2 BHK,1100.0,2.0,0.0,46.0,2,41818.181818181816
Arekere,2 BHK,920.0,2.0,1.0,40.0,2,43478.260869565216
ITI Layout,3 BHK,1602.0,2.0,0.0,75.0,3,46816.47940074906
Padmanabhanagar,2 BHK,1176.0,2.0,0.0,62.0,2,52721.08843537415
Kasavanhalli,3 BHK,1717.0,3.0,3.0,99.0,3,57658.7070471753
Vittasandra,2 BHK,1246.0,2.0,1.0,67.3,2,54012.84109149277
Anandapura,2 BHK,1141.0,2.0,1.0,42.79,2,37502.19106047327
Hennur Road,2 BHK,1157.0,2.0,1.0,84.0,2,72601.55574762316
Chandapura,2 BHK,1025.0,2.0,2.0,27.68,2,27004.878048780487
Hebbal,2 BHK,1349.0,2.0,1.0,98.0,2,72646.404744255
Narayanapura,3 BHK,1566.0,3.0,1.0,83.3,3,53192.84802043423
Electronic City,3 BHK,1320.0,2.0,1.0,38.13,3,28886.36363636364
manyata park,3 BHK,1780.0,3.0,1.0,84.83,3,47657.30337078652
Varthur,2 BHK,1091.0,2.0,1.0,34.9,2,31989.000916590285
7th Phase JP Nagar,2 BHK,918.0,2.0,1.0,50.49,2,55000.0
Panathur,3 BHK,1695.0,3.0,1.0,90.0,3,53097.345132743365
Yelahanka,3 BHK,1705.0,3.0,2.0,95.0,3,55718.47507331378
Kalyan nagar,3 BHK,1375.0,3.0,2.0,75.0,3,54545.454545454544
Whitefield,2 BHK,1447.0,2.0,1.0,83.0,2,57360.05528680028
Thanisandra,2 BHK,1114.0,2.0,1.0,39.0,2,35008.97666068222
7th Phase JP Nagar,3 BHK,1450.0,2.0,1.0,100.0,3,68965.5172413793
Vasanthapura,2 BHK,1022.0,2.0,2.0,40.0,2,39138.94324853229
Hebbal,2 BHK,1000.0,2.0,2.0,45.0,2,45000.0
Electronic City,2 BHK,1128.0,2.0,1.0,68.75,2,60948.58156028369
Kanakpura Road,2 BHK,1180.0,2.0,2.0,57.0,2,48305.08474576271
Kanakpura Road,2 BHK,1339.0,2.0,3.0,75.0,2,56011.94921583271
Yelachenahalli,3 BHK,1400.0,2.0,3.0,55.0,3,39285.71428571428
7th Phase JP Nagar,2 BHK,1040.0,2.0,1.0,39.52,2,38000.0
Kadugodi,2 BHK,1198.0,2.0,2.0,58.0,2,48414.02337228714
Sarjapur  Road,3 BHK,1691.0,3.0,2.0,113.0,3,66824.36428149024
Bisuvanahalli,3 BHK,1075.0,3.0,2.0,36.0,3,33488.37209302326
8th Phase JP Nagar,3 BHK,1240.0,3.0,2.0,43.5,3,35080.645161290326
Bannerghatta Road,2 BHK,1122.5,2.0,0.0,58.935,2,52503.34075723831
Mallasandra,3 BHK,1665.0,3.0,2.0,86.58,3,52000.0
Brookefield,2 BHK,1142.0,2.0,2.0,70.0,2,61295.97197898424
Kothannur,3 BHK,1853.0,3.0,2.0,82.0,3,44252.563410685376
Kasturi Nagar,2 BHK,1567.0,2.0,2.0,92.0,2,58710.91257179323
Talaghattapura,2 BHK,1090.0,2.0,1.0,27.24,2,24990.825688073397
Electronics City Phase 1,2 BHK,1175.0,2.0,2.0,51.47,2,43804.255319148935
Subramanyapura,2 BHK,1200.0,2.0,2.0,52.0,2,43333.333333333336
Kodichikkanahalli,2 BHK,995.0,2.0,1.0,41.0,2,41206.030150753766
Magadi Road,2 BHK,884.0,2.0,1.0,41.1,2,46493.21266968326
Yeshwanthpur,2 BHK,1170.0,2.0,2.0,57.0,2,48717.94871794872
KR Puram,2 BHK,1225.0,2.0,1.0,46.55,2,38000.0
Electronic City,2 BHK,1342.0,2.0,1.0,73.3,2,54619.970193740686
Uttarahalli,2 BHK,1345.0,2.0,1.0,67.0,2,49814.12639405205
Kodigehaali,3 BHK,1320.0,3.0,0.0,65.0,3,49242.42424242424
Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,1.0,49.39,2,43324.56140350877
Battarahalli,2 BHK,1300.0,2.0,1.0,50.0,2,38461.53846153846
Hosa Road,3 BHK,1652.0,3.0,2.0,85.0,3,51452.78450363196
Electronic City,3 BHK,1360.0,2.0,1.0,71.0,3,52205.882352941175
Hosur Road,3 BHK,1145.0,2.0,2.0,60.0,3,52401.74672489083
Uttarahalli,3 BHK,1540.0,2.0,0.0,40.0,3,25974.02597402597
Sarjapur  Road,2 BHK,1278.0,2.0,2.0,95.0,2,74334.89827856026
Kanakpura Road,3 BHK,1100.0,3.0,2.0,58.0,3,52727.27272727273
Bendiganahalli,3 Bedroom,1200.0,3.0,0.0,95.0,3,79166.66666666667
Chandapura,2 BHK,1015.0,2.0,2.0,25.88,2,25497.536945812808
Gunjur,3 BHK,1356.0,2.0,3.0,66.0,3,48672.566371681416
Hennagara,2 BHK,823.0,2.0,1.0,28.0,2,34021.87120291616
TC Palaya,3 Bedroom,1200.0,2.0,0.0,66.0,3,55000.0
Ramamurthy Nagar,2 BHK,1050.0,2.0,0.0,37.0,2,35238.09523809524
Ferrar Nagar,2 BHK,1180.0,2.0,1.0,69.0,2,58474.57627118644
Whitefield,2 BHK,1116.0,2.0,3.0,51.91,2,46514.33691756272
7th Phase JP Nagar,2 BHK,1070.0,2.0,1.0,42.79,2,39990.65420560748
Varthur,2 BHK,1385.0,2.0,3.0,80.0,2,57761.73285198556
Varthur,1 Bedroom,1000.0,1.0,1.0,70.0,1,70000.0
Whitefield,3 BHK,1897.0,3.0,2.0,130.0,3,68529.25672113863
Magadi Road,2 BHK,1005.0,2.0,1.0,55.78,2,55502.48756218905
Green Glen Layout,3 BHK,1575.0,3.0,2.0,125.0,3,79365.07936507936
Subramanyapura,2 BHK,975.0,2.0,1.0,65.0,2,66666.66666666667
Hennur Road,3 BHK,1904.0,3.0,2.0,120.0,3,63025.21008403361
Kengeri Satellite Town,1 BHK,930.0,1.0,1.0,30.0,1,32258.064516129038
Harlur,2 BHK,1174.0,2.0,1.0,69.0,2,58773.42419080068
Jigani,2 BHK,918.0,2.0,2.0,52.0,2,56644.88017429194
Mahadevpura,2 BHK,1250.0,2.0,3.0,52.0,2,41600.0
Marathahalli,2 BHK,1170.0,2.0,3.0,53.0,2,45299.1452991453
Bannerghatta Road,2 BHK,793.0,2.0,1.0,45.0,2,56746.53215636822
Jakkur,3 BHK,1710.0,3.0,2.0,107.0,3,62573.09941520468
Kambipura,3 BHK,1082.0,2.0,1.0,57.5,3,53142.32902033272
Naganathapura,2 BHK,1001.0,2.0,2.0,33.03,2,32997.002997002994
Yelahanka,3 BHK,1590.0,2.0,1.0,54.0,3,33962.2641509434
Horamavu Banaswadi,3 BHK,1554.0,3.0,2.0,55.0,3,35392.53539253539
Thanisandra,2 BHK,1142.5,2.0,0.0,43.415,2,38000.0
Konanakunte,2 Bedroom,884.0,1.0,0.0,58.0,2,65610.85972850678
Marathahalli,2 BHK,1019.0,2.0,2.0,49.86,2,48930.32384690874
Uttarahalli,3 BHK,1135.0,2.0,2.0,39.73,3,35004.405286343615
Kasavanhalli,3 BHK,1799.0,3.0,3.0,90.0,3,50027.793218454695
Kundalahalli,2 BHK,1047.0,2.0,1.0,82.0,2,78319.00668576887
Kaverappa Layout,2 BHK,1282.0,2.0,2.0,87.0,2,67862.71450858035
NGR Layout,2 BHK,1020.0,2.0,1.0,45.9,2,45000.0
Whitefield,2 BHK,1495.0,2.0,1.0,79.5,2,53177.25752508361
Divya Unnathi Layout,3 BHK,1611.0,2.0,2.0,64.44,3,40000.0
Vasantha Vallabha Nagar,3 Bedroom,1500.0,2.0,2.0,95.0,3,63333.333333333336
Sahakara Nagar,3 BHK,1500.0,2.0,2.0,95.0,3,63333.333333333336
Uttarahalli,3 BHK,1540.0,3.0,0.0,50.0,3,32467.532467532463
Hosa Road,3 BHK,1639.0,3.0,1.0,80.0,3,48810.25015253203
Raja Rajeshwari Nagar,2 BHK,1303.0,2.0,2.0,55.79,2,42816.57712970069
Chandapura,3 BHK,1305.0,3.0,1.0,33.28,3,25501.91570881226
Brookefield,3 BHK,1440.0,2.0,3.0,68.0,3,47222.22222222222
Seegehalli,2 BHK,901.0,2.0,1.0,35.14,2,39001.10987791343
Sarjapur,3 BHK,900.0,2.0,1.0,42.0,3,46666.66666666666
BEML Layout,2 BHK,1060.0,2.0,1.0,55.0,2,51886.79245283019
NGR Layout,2 BHK,1020.0,2.0,1.0,48.45,2,47500.0
Varthur,3 BHK,1535.0,3.0,2.0,65.99,3,42990.22801302931
Haralur Road,3 BHK,1464.0,3.0,2.0,56.0,3,38251.366120218576
Devarabisanahalli,2 BHK,1350.0,2.0,3.0,80.0,2,59259.25925925926
Sarjapur  Road,2 BHK,1115.0,2.0,2.0,50.0,2,44843.04932735426
Uttarahalli,2 BHK,1175.0,2.0,2.0,47.0,2,40000.0
Whitefield,2 BHK,1113.0,2.0,1.0,62.0,2,55705.300988319854
Marathahalli,2 BHK,1325.0,2.0,2.0,71.55,2,54000.0
Electronics City Phase 1,2 BHK,950.0,2.0,3.0,31.0,2,32631.57894736842
Jakkur,3 BHK,1396.0,2.0,1.0,86.51,3,61969.91404011461
Rachenahalli,2 BHK,1050.0,2.0,2.0,52.07,2,49590.47619047619
Thanisandra,3 BHK,1825.0,3.0,2.0,100.0,3,54794.520547945205
7th Phase JP Nagar,2 BHK,1190.0,2.0,1.0,49.98,2,42000.0
Marathahalli,2 BHK,1220.0,2.0,1.0,56.5,2,46311.47540983607
NRI Layout,3 BHK,1565.0,2.0,2.0,75.0,3,47923.32268370607
Hennur Road,3 BHK,1891.0,3.0,1.0,109.0,3,57641.45954521417
Sidedahalli,2 BHK,900.0,2.0,0.0,27.0,2,30000.0
Hosa Road,2 BHK,1161.0,2.0,1.0,55.15,2,47502.15331610681
Mysore Road,2 BHK,1175.0,2.0,1.0,73.5,2,62553.1914893617
Hoodi,2 BHK,1425.0,2.0,2.0,80.0,2,56140.350877192985
ITPL,3 Bedroom,1200.0,3.0,1.0,56.12,3,46766.66666666666
Somasundara Palya,2 BHK,1255.0,2.0,2.0,67.0,2,53386.454183266935
Haralur Road,3 BHK,1810.0,3.0,2.0,100.0,3,55248.61878453039
Indira Nagar,2 BHK,1200.0,2.0,2.0,93.0,2,77500.0
Harlur,2 BHK,1033.0,2.0,2.0,49.0,2,47434.656340755086
ITPL,3 BHK,1548.0,3.0,2.0,89.5,3,57816.53746770026
Horamavu Banaswadi,3 BHK,1611.0,3.0,3.0,66.0,3,40968.3426443203
Electronic City Phase II,3 BHK,1400.0,2.0,1.0,40.43,3,28878.571428571428
Vidyaranyapura,3 BHK,1485.0,2.0,2.0,67.0,3,45117.84511784512
Pattandur Agrahara,2 BHK,1025.0,2.0,1.0,44.5,2,43414.634146341465
5th Phase JP Nagar,2 BHK,1256.0,2.0,1.0,62.8,2,50000.0
Kanakpura Road,3 BHK,1100.0,3.0,2.0,53.0,3,48181.81818181818
Vadarpalya,2 BHK,1141.0,2.0,0.0,62.0,2,54338.299737072746
Chandapura,2 Bedroom,1400.0,2.0,0.0,60.0,2,42857.142857142855
Marathi Layout,1 Bedroom,1285.9964027518652,1.0,0.0,110.0,1,49976.21764110642
Raghavendra Nagar,2 BHK,1175.0,2.0,2.0,48.27,2,41080.85106382979
Sahakara Nagar,2 BHK,1100.0,2.0,1.0,56.0,2,50909.09090909091
Kanakpura Road,3 BHK,1843.0,3.0,2.0,95.84,3,52002.17037438959
Horamavu Banaswadi,2 BHK,1460.0,2.0,1.0,80.5,2,55136.98630136986
Rachenahalli,3 BHK,1530.0,2.0,2.0,74.5,3,48692.81045751634
HSR Layout,2 BHK,1467.0,2.0,1.0,55.0,2,37491.47920927062
KR Layout,1 BHK,950.0,1.0,1.0,40.0,1,42105.26315789474
Vittasandra,2 BHK,1246.0,2.0,1.0,64.5,2,51765.65008025682
Haralur Road,2 BHK,1194.0,2.0,2.0,46.0,2,38525.96314907873
Babusapalaya,3 BHK,1358.0,2.0,1.0,43.4,3,31958.76288659794
Hoodi,2 BHK,1420.0,2.0,2.0,75.0,2,52816.90140845071
Kathriguppe,3 BHK,1250.0,2.0,1.0,68.75,3,55000.0
Nagappa Reddy Layout,2 BHK,1209.0,2.0,1.0,50.0,2,41356.4929693962
Panathur,3 BHK,1315.0,2.0,1.0,54.8,3,41673.00380228137
Kariyammana Agrahara,3 BHK,1800.0,3.0,3.0,90.0,3,50000.0
TC Palaya,3 BHK,1600.0,2.0,2.0,65.0,3,40625.0
Suraksha Nagar,3 BHK,1563.0,3.0,2.0,52.0,3,33269.35380678183
Whitefield,3 BHK,1560.0,2.0,2.0,72.0,3,46153.84615384616
Rachenahalli,2 BHK,1050.0,2.0,2.0,55.5,2,52857.142857142855
